Id,SalePrice
1586,71926.125
1587,91433.66
1588,158324.5
1589,100838.27
1590,133249.1
1591,102000.27
1592,127074.63
1593,131165.1
1594,125712.79
1595,105694.484
1596,269396.8
1597,181846.34
1598,215791.19
1599,166970.83
1600,162688.77
1601,52331.24
1602,112285.72
1603,81770.31
1604,265371.97
1605,240890.36
1606,167852.45
1607,149903.0
1608,205929.17
1609,185521.22
1610,153043.81
1611,139812.33
1612,162806.89
1613,163528.6
1614,119031.055
1615,86967.6
1616,74495.74
1617,93239.54
1618,127976.19
1619,136148.19
1620,171365.44
1621,136957.42
1622,148860.89
1623,277335.2
1624,208650.7
1625,120493.1
1626,160759.64
1627,194353.44
1628,283243.22
1629,173001.92
1630,346078.28
1631,215055.48
1632,240631.58
1633,170425.2
1634,191732.23
1635,178096.77
1636,150705.0
1637,193440.5
1638,184810.81
1639,185191.38
1640,278409.22
1641,176983.52
1642,225197.94
1643,230151.1
1644,237992.17
1645,186479.98
1646,161654.72
1647,156740.58
1648,136542.3
1649,134908.03
1650,114046.48
1651,121243.39
1652,93099.766
1653,98744.9
1654,150659.02
1655,149878.4
1656,147165.33
1657,152580.97
1658,147120.56
1659,130048.33
1660,152144.47
1661,435357.8
1662,414403.97
1663,407694.1
1664,410357.16
1665,302430.12
1666,320288.34
1667,342438.0
1668,334037.44
1669,285145.03
1670,335052.3
1671,271351.56
1672,440746.44
1673,296499.44
1674,250294.39
1675,183332.89
1676,193949.6
1677,223321.02
1678,450305.6
1679,383905.88
1680,369361.3
1681,250720.6
1682,313611.2
1683,172294.25
1684,176215.02
1685,171352.36
1686,168485.31
1687,168984.16
1688,192711.89
1689,190327.1
1690,189847.95
1691,176719.22
1692,244399.78
1693,167991.94
1694,185460.19
1695,164156.11
1696,286135.22
1697,167619.22
1698,375501.53
1699,329487.75
1700,246900.14
1701,277031.2
1702,246432.02
1703,250305.12
1704,299408.56
1705,224027.08
1706,408767.47
1707,221095.92
1708,218286.78
1709,275733.6
1710,219666.53
1711,250767.7
1712,267061.06
1713,272684.97
1714,235818.5
1715,209585.23
1716,192634.72
1717,174258.23
1718,130439.72
1719,197341.78
1720,255847.1
1721,166997.75
1722,111862.46
1723,154662.5
1724,216219.05
1725,242836.19
1726,181513.5
1727,153861.3
1728,176537.97
1729,162300.11
1730,150318.44
1731,125038.91
1732,136372.61
1733,115948.125
1734,106969.87
1735,131932.14
1736,119769.61
1737,339956.56
1738,214899.67
1739,279501.56
1740,210667.56
1741,190152.55
1742,172755.28
1743,171867.4
1744,301518.38
1745,240654.08
1746,172818.22
1747,223530.67
1748,224859.72
1749,152155.64
1750,131754.1
1751,235904.2
1752,117183.51
1753,148437.3
1754,187825.2
1755,170632.89
1756,135926.72
1757,117873.62
1758,145199.52
1759,155236.44
1760,168004.6
1761,142731.66
1762,168330.64
1763,169039.45
1764,117329.77
1765,160323.75
1766,175324.23
1767,212278.75
1768,145142.06
1769,179824.97
1770,145863.77
1771,130806.086
1772,134460.14
1773,135730.22
1774,135963.28
1775,140500.56
1776,132321.75
1777,110450.56
1778,137595.77
1779,115968.805
1780,173031.3
1781,133350.03
1782,87805.74
1783,135109.02
1784,102041.43
1785,118963.53
1786,127738.91
1787,164674.48
1788,58760.11
1789,96887.266
1790,71420.79
1791,197253.55
1792,163995.56
1793,127941.05
1794,148901.06
1795,133268.66
1796,120381.914
1797,122746.305
1798,124724.25
1799,105535.64
1800,136993.08
1801,128002.68
1802,131243.05
1803,145714.72
1804,143724.97
1805,137156.22
1806,124219.63
1807,116997.14
1808,116018.48
1809,119368.0
1810,140842.0
1811,103237.19
1812,99525.734
1813,121123.195
1814,96877.195
1815,43479.88
1816,95513.05
1817,108342.44
1818,125334.39
1819,125869.83
1820,71608.34
1821,99078.266
1822,134773.78
1823,46074.785
1824,139818.2
1825,131236.05
1826,101066.93
1827,114846.07
1828,133463.89
1829,112946.555
1830,144005.12
1831,158894.45
1832,88527.51
1833,134999.16
1834,117835.96
1835,121684.04
1836,124873.98
1837,96002.54
1838,122895.3
1839,92360.28
1840,173993.36
1841,153580.56
1842,80393.31
1843,133926.73
1844,144154.77
1845,135115.33
1846,153193.94
1847,151594.83
1848,52641.133
1849,102113.57
1850,113459.03
1851,150390.56
1852,120250.88
1853,132777.83
1854,165953.23
1855,141949.48
1856,217139.64
1857,132885.64
1858,146332.61
1859,118257.12
1860,152092.25
1861,117493.93
1862,297682.88
1863,292342.78
1864,293450.03
1865,328954.3
1866,341742.44
1867,246383.12
1868,305666.4
1869,209999.19
1870,233233.44
1871,238212.89
1872,167578.14
1873,245397.77
1874,139976.17
1875,212398.23
1876,199743.42
1877,208690.52
1878,178227.77
1879,132585.25
1880,133191.16
1881,237514.42
1882,248433.03
1883,194700.53
1884,204999.8
1885,246556.83
1886,301983.7
1887,198815.8
1888,273529.62
1889,160188.95
1890,128304.68
1891,132517.88
1892,101721.28
1893,124989.07
1894,133548.06
1895,126773.48
1896,124655.164
1897,98188.88
1898,108329.52
1899,154566.94
1900,146789.67
1901,166083.06
1902,141383.94
1903,210294.8
1904,136583.84
1905,203682.06
1906,173902.45
1907,185914.42
1908,115271.164
1909,136393.55
1910,120904.38
1911,222068.19
1912,332569.53
1913,146849.88
1914,64239.11
1915,304286.03
1916,49437.324
1917,263971.6
1918,141261.28
1919,167562.64
1920,145267.66
1921,467736.78
1922,314532.22
1923,225136.73
1924,238259.69
1925,198770.3
1926,391733.56
1927,135763.23
1928,158408.02
1929,121419.5
1930,136688.88
1931,143176.38
1932,141483.89
1933,183353.53
1934,184502.8
1935,172939.4
1936,188004.42
1937,185518.92
1938,168584.64
1939,226623.33
1940,176857.12
1941,168725.7
1942,185954.14
1943,197050.86
1944,349306.9
1945,394643.75
1946,122877.95
1947,316284.34
1948,160053.05
1949,237834.03
1950,189629.73
1951,253772.31
1952,218427.55
1953,161825.0
1954,182760.31
1955,133898.0
1956,308180.72
1957,147575.72
1958,312640.38
1959,141838.25
1960,117722.29
1961,117240.63
1962,92871.87
1963,100815.484
1964,112749.5
1965,149855.11
1966,146368.62
1967,289216.4
1968,433827.22
1969,397459.5
1970,485968.28
1971,480416.06
1972,388735.47
1973,271578.1
1974,313013.88
1975,476263.9
1976,261998.3
1977,357532.88
1978,375766.25
1979,355746.56
1980,199368.12
1981,372270.34
1982,235222.61
1983,211360.62
1984,165286.06
1985,219405.88
1986,215379.78
1987,179299.42
1988,175562.5
1989,190379.55
1990,207729.84
1991,255356.4
1992,216454.66
1993,166620.4
1994,231571.39
1995,183784.55
1996,239883.94
1997,295061.94
1998,339450.53
1999,248379.97
2000,309679.75
2001,253266.28
2002,243930.58
2003,263352.03
2004,279444.25
2005,218551.53
2006,240640.3
2007,246823.62
2008,224766.67
2009,186980.75
2010,187361.48
2011,124865.05
2012,171104.97
2013,180593.7
2014,188693.28
2015,204745.02
2016,190846.92
2017,198985.0
2018,120561.73
2019,132717.45
2020,109666.086
2021,109975.37
2022,168356.33
2023,148975.22
2024,252779.33
2025,369444.12
2026,173943.6
2027,155450.66
2028,144236.6
2029,171248.14
2030,284304.34
2031,239848.7
2032,245761.95
2033,269883.34
2034,154781.72
2035,223907.89
2036,182735.56
2037,192071.19
2038,293897.88
2039,234326.56
2040,261825.45
2041,283549.97
2042,206196.44
2043,170607.34
2044,168738.58
2045,199013.27
2046,144871.42
2047,144463.73
2048,133046.94
2049,140973.83
2050,186682.12
2051,114946.99
2052,135125.64
2053,149765.11
2054,91654.016
2055,154748.95
2056,144200.55
2057,120709.91
2058,214682.12
2059,130843.516
2060,170651.11
2061,174054.27
2062,134119.61
2063,104088.08
2064,147746.81
2065,123524.29
2066,160611.77
2067,105666.97
2068,135494.45
2069,89538.6
2070,116274.234
2071,97315.56
2072,137035.67
2073,133892.77
2074,192471.28
2075,144309.52
2076,126527.07
2077,160966.75
2078,123111.14
2079,140845.75
2080,119322.24
2081,127411.26
2082,141449.2
2083,146689.75
2084,104452.234
2085,124176.75
2086,123062.31
2087,121590.08
2088,96978.97
2089,76886.1
2090,135349.4
2091,118154.305
2092,133182.52
2093,118565.07
2094,112892.49
2095,143357.0
2096,74385.414
2097,103043.31
2098,145624.7
2099,51939.19
2100,90314.05
2101,114119.805
2102,119633.305
2103,102453.61
2104,127451.484
2105,121326.79
2106,73095.96
2107,237225.8
2108,111234.7
2109,110497.02
2110,133710.28
2111,140570.39
2112,140572.94
2113,122224.04
2114,105972.75
2115,162397.66
2116,122873.15
2117,151775.5
2118,122677.73
2119,107873.74
2120,117629.81
2121,104396.766
2122,104490.79
2123,86981.45
2124,158496.11
2125,122582.06
2126,147216.0
2127,150148.95
2128,118779.54
2129,86843.62
2130,146451.98
2131,132782.14
2132,120092.836
2133,121584.51
2134,118199.27
2135,90329.984
2136,76365.36
2137,110651.516
2138,134118.97
2139,152144.03
2140,144524.38
2141,150927.64
2142,122349.65
2143,147863.95
2144,99760.93
2145,138583.86
2146,154446.12
2147,125762.68
2148,133938.36
2149,146378.67
2150,248480.19
2151,109091.43
2152,156725.48
2153,163894.72
2154,107862.32
2155,146969.53
2156,279829.62
2157,233170.05
2158,240545.77
2159,200205.89
2160,165310.19
2161,239943.88
2162,454104.97
2163,350866.4
2164,233880.27
2165,186895.0
2166,142776.05
2167,221443.25
2168,200838.11
2169,197267.66
2170,223372.56
2171,142713.42
2172,128987.8
2173,160437.86
2174,239747.4
2175,320426.12
2176,318381.9
2177,246810.44
2178,201835.8
2179,142434.55
2180,236301.39
2181,183403.38
2182,227449.78
2183,190238.7
2184,130154.66
2185,115142.836
2186,139059.55
2187,152342.95
2188,153954.66
2189,242791.27
2190,82950.6
2191,86777.47
2192,89431.664
2193,92310.96
2194,98292.51
2195,108317.44
2196,101790.28
2197,116813.18
2198,169999.42
2199,168741.95
2200,149089.34
2201,138204.28
2202,203749.67
2203,131168.36
2204,178254.45
2205,107990.47
2206,155250.95
2207,221602.34
2208,262669.53
2209,220437.98
2210,126799.59
2211,112920.27
2212,119832.336
2213,105053.734
2214,123559.99
2215,110633.68
2216,152005.53
2217,70132.27
2218,68668.62
2219,72556.445
2220,78513.61
2221,298193.47
2222,257868.0
2223,290844.47
2224,207455.25
2225,123566.47
2226,192915.45
2227,196698.25
2228,256992.03
2229,250658.9
2230,157801.27
2231,216136.38
2232,177419.69
2233,165117.17
2234,225374.97
2235,215024.11
2236,280939.56
2237,349245.94
2238,202863.78
2239,113690.07
2240,163448.0
2241,154550.14
2242,122012.08
2243,115833.95
2244,118733.33
2245,108419.445
2246,141089.22
2247,106578.44
2248,126654.805
2249,127951.54
2250,136787.72
2251,88353.51
2252,161088.22
2253,153915.16
2254,169307.27
2255,200541.64
2256,184432.08
2257,206206.27
2258,158784.17
2259,182590.8
2260,138931.23
2261,180337.95
2262,200400.17
2263,364481.34
2264,489183.66
2265,165090.4
2266,289213.94
2267,376823.84
2268,387771.7
2269,157106.33
2270,201504.42
2271,236275.03
2272,196505.5
2273,174670.19
2274,192653.1
2275,154177.55
2276,198677.81
2277,190793.95
2278,152539.36
2279,123736.28
2280,115360.79
2281,170479.02
2282,188620.23
2283,104541.82
2284,107817.79
2285,147832.08
2286,124427.59
2287,350836.97
2288,278602.84
2289,417516.78
2290,463537.72
2291,316968.0
2292,450958.84
2293,470840.06
2294,450647.56
2295,443762.47
2296,291791.84
2297,297978.28
2298,338751.03
2299,383171.03
2300,323839.8
2301,273735.53
2302,243854.98
2303,250011.2
2304,246321.81
2305,178767.05
2306,179107.66
2307,192025.2
2308,214153.33
2309,272862.9
2310,221578.88
2311,187522.55
2312,167274.45
2313,176066.52
2314,169277.39
2315,172615.78
2316,177177.72
2317,188987.55
2318,174485.39
2319,177295.19
2320,196414.27
2321,234162.14
2322,167828.12
2323,185420.22
2324,167387.28
2325,213200.06
2326,165616.78
2327,207196.64
2328,222498.53
2329,192616.17
2330,182138.27
2331,399566.53
2332,399189.84
2333,327910.03
2334,250589.83
2335,254011.3
2336,341489.97
2337,220477.72
2338,287213.22
2339,203323.6
2340,392432.44
2341,196381.86
2342,238540.47
2343,227784.08
2344,210872.6
2345,242310.12
2346,218714.8
2347,208592.4
2348,233473.11
2349,161395.92
2350,286355.8
2351,241256.6
2352,247220.58
2353,247448.9
2354,132238.98
2355,130795.11
2356,147282.42
2357,200089.66
2358,197878.52
2359,132602.7
2360,117124.96
2361,143227.86
2362,297554.3
2363,134942.0
2364,158830.22
2365,219796.05
2366,186824.25
2367,222289.83
2368,207882.64
2369,215805.6
2370,161005.6
2371,170180.61
2372,197711.38
2373,275969.56
2374,300263.25
2375,265824.88
2376,283453.44
2377,337112.9
2378,141656.03
2379,210327.89
2380,143229.36
2381,168484.98
2382,192920.61
2383,206316.42
2384,245542.2
2385,167589.97
2386,141708.98
2387,138428.53
2388,92283.33
2389,123950.414
2390,141138.08
2391,144142.94
2392,117750.25
2393,170490.08
2394,144105.97
2395,203980.44
2396,140794.72
2397,212837.44
2398,136677.4
2399,53227.082
2400,58434.254
2401,108285.625
2402,142322.94
2403,137613.62
2404,145049.34
2405,161711.45
2406,141191.12
2407,123670.45
2408,139927.19
2409,127388.17
2410,174142.44
2411,118327.516
2412,160668.9
2413,131278.36
2414,137714.45
2415,138736.47
2416,130256.734
2417,131879.67
2418,129715.125
2419,127000.85
2420,121494.445
2421,143497.2
2422,115391.6
2423,119429.83
2424,146227.42
2425,176805.7
2426,129167.52
2427,125548.29
2428,169767.42
2429,115879.586
2430,132340.55
2431,109251.04
2432,142883.52
2433,150298.38
2434,140172.8
2435,146088.19
2436,107929.31
2437,120434.055
2438,120199.17
2439,107078.875
2440,116983.19
2441,89699.79
2442,99104.445
2443,124785.41
2444,130571.27
2445,79216.84
2446,129019.54
2447,180024.02
2448,131638.3
2449,111129.09
2450,144782.2
2451,129369.7
2452,198130.8
2453,91443.86
2454,129939.73
2455,116446.234
2456,130789.12
2457,125955.086
2458,117289.836
2459,112968.42
2460,129967.37
2461,116404.16
2462,146073.55
2463,122580.43
2464,175209.9
2465,140598.95
2466,120328.43
2467,128798.62
2468,70361.66
2469,76686.04
2470,171793.0
2471,216442.06
2472,160993.92
2473,126110.734
2474,74495.38
2475,207198.22
2476,114128.08
2477,130549.61
2478,149761.53
2479,98205.37
2480,155089.06
2481,127068.21
2482,128411.91
2483,118411.73
2484,127173.93
2485,125184.12
2486,159394.1
2487,174546.64
2488,152191.2
2489,141378.55
2490,151674.64
2491,94055.29
2492,181762.6
2493,136048.62
2494,150984.08
2495,88808.25
2496,228752.81
2497,156814.14
2498,110031.6
2499,88531.48
2500,129058.67
2501,138813.36
2502,150996.89
2503,98190.1
2504,163643.73
2505,220621.8
2506,255977.67
2507,302738.9
2508,258595.97
2509,212381.83
2510,221132.61
2511,179260.44
2512,211229.25
2513,210830.97
2514,244681.03
2515,152720.0
2516,166374.12
2517,137557.33
2518,151263.83
2519,223406.0
2520,210753.97
2521,183554.55
2522,222840.62
2523,112156.22
2524,135268.89
2525,148995.39
2526,141291.47
2527,115323.83
2528,124186.46
2529,131025.58
2530,112578.23
2531,261209.92
2532,224586.69
2533,195779.16
2534,219967.78
2535,328711.6
2536,227277.39
2537,240211.3
2538,178474.22
2539,190005.0
2540,178439.84
2541,182341.44
2542,169771.8
2543,128419.87
2544,125088.164
2545,132695.81
2546,138503.14
2547,135286.44
2548,153082.22
2549,162994.55
2550,533181.9
2551,144985.6
2552,121039.25
2553,78667.41
2554,115831.52
2555,114350.984
2556,98329.63
2557,106281.445
2558,143110.84
2559,139144.19
2560,141698.45
2561,135396.02
2562,125654.3
2563,149530.77
2564,209667.81
2565,150156.83
2566,171723.06
2567,124506.414
2568,189161.73
2569,208967.33
2570,120406.49
2571,183185.39
2572,153161.66
2573,221425.73
2574,264817.8
2575,128043.58
2576,123966.61
2577,158573.08
2578,80019.73
2579,59147.15
2580,128932.7
2581,124052.35
2582,117814.836
2583,294748.1
2584,169409.5
2585,173850.39
2586,204980.45
2587,192769.42
2588,149066.45
2589,146929.73
2590,214058.19
2591,204083.95
2592,208610.52
2593,264764.53
2594,176537.12
2595,198778.25
2596,321351.22
2597,177505.48
2598,299507.38
2599,325124.66
2600,143707.02
2601,136050.7
2602,82658.49
2603,107004.86
2604,90740.98
2605,80802.695
2606,146315.17
2607,190965.8
2608,189823.16
2609,164196.98
2610,111245.95
2611,119422.54
2612,156581.16
2613,133647.56
2614,132521.53
2615,153314.08
2616,142570.17
2617,171227.72
2618,200928.92
2619,207012.95
2620,191579.08
2621,173705.2
2622,183292.34
2623,251879.34
2624,320678.3
2625,303523.78
2626,176399.47
2627,169488.69
2628,509452.7
2629,499032.75
2630,372329.28
2631,445036.88
2632,434176.94
2633,326365.1
2634,370711.5
2635,159477.27
2636,183339.72
2637,171017.69
2638,256265.64
2639,193546.06
2640,158798.72
2641,111782.91
2642,193265.7
2643,99422.14
2644,122493.016
2645,102850.78
2646,93704.234
2647,102860.49
2648,143323.64
2649,143748.81
2650,147694.4
2651,147552.22
2652,395891.84
2653,252589.69
2654,246462.33
2655,408451.44
2656,321629.62
2657,340875.97
2658,296199.56
2659,315952.44
2660,353479.72
2661,371466.72
2662,354552.3
2663,285963.38
2664,269880.0
2665,324031.34
2666,293269.6
2667,159640.53
2668,175062.42
2669,172530.7
2670,272511.56
2671,178655.4
2672,195050.11
2673,193585.0
2674,197082.05
2675,165167.1
2676,184264.19
2677,196912.22
2678,254062.17
2679,275545.1
2680,275472.84
2681,384951.84
2682,321908.88
2683,514965.12
2684,312064.84
2685,330661.56
2686,268508.3
2687,318720.3
2688,218236.61
2689,202068.27
2690,428412.84
2691,188225.8
2692,120525.164
2693,189507.34
2694,114049.086
2695,195176.1
2696,182966.1
2697,188480.69
2698,196874.28
2699,171725.19
2700,153689.72
2701,147635.83
2702,109419.96
2703,116166.28
2704,143197.4
2705,121785.97
2706,115330.98
2707,123562.47
2708,134059.38
2709,106295.03
2710,123980.086
2711,270092.4
2712,399170.03
2713,165065.69
2714,147610.34
2715,168107.5
2716,140620.4
2717,169773.73
2718,228223.31
2719,157970.97
2720,175145.92
2721,135708.98
2722,163659.97
2723,141208.62
2724,131814.55
2725,131261.33
2726,146980.33
2727,162810.45
2728,165137.95
2729,142599.95
2730,144431.9
2731,125372.88
2732,123832.14
2733,155364.4
2734,145663.03
2735,134005.56
2736,138430.64
2737,126418.16
2738,136696.7
2739,163975.55
2740,135178.36
2741,150336.94
2742,149097.31
2743,142614.38
2744,163123.31
2745,139652.42
2746,143019.7
2747,138859.17
2748,114820.77
2749,128154.26
2750,135248.5
2751,143228.55
2752,188538.94
2753,162696.22
2754,214131.89
2755,134825.08
2756,87968.266
2757,61910.52
2758,95650.51
2759,152403.84
2760,138353.17
2761,143798.73
2762,153125.28
2763,183052.31
2764,135873.72
2765,290271.4
2766,130323.83
2767,91434.53
2768,142021.8
2769,138002.77
2770,147513.1
2771,114745.57
2772,117392.68
2773,152557.11
2774,135761.03
2775,119882.41
2776,137331.1
2777,132629.12
2778,102660.766
2779,115420.984
2780,102634.92
2781,90547.08
2782,94815.49
2783,95793.92
2784,125503.64
2785,129414.125
2786,63894.387
2787,122669.54
2788,71442.11
2789,179869.56
2790,94057.17
2791,112906.38
2792,64487.71
2793,176871.97
2794,101429.41
2795,123232.72
2796,92789.88
2797,188467.58
2798,114014.61
2799,119727.36
2800,66481.91
2801,111797.94
2802,133268.92
2803,170023.75
2804,132919.1
2805,96485.15
2806,79929.34
2807,156181.92
2808,144154.9
2809,138651.02
2810,138851.62
2811,155944.97
2812,148665.39
2813,169021.23
2814,173420.34
2815,97771.85
2816,244636.23
2817,143821.36
2818,124482.9
2819,146930.56
2820,138821.31
2821,102045.62
2822,202364.1
2823,268709.4
2824,177389.22
2825,147342.4
2826,125162.03
2827,143612.34
2828,208886.84
2829,188592.53
2830,225150.05
2831,183325.72
2832,258546.16
2833,273779.9
2834,214093.1
2835,222921.4
2836,194767.39
2837,159765.12
2838,146911.94
2839,177750.61
2840,208313.5
2841,202510.83
2842,225990.75
2843,150326.9
2844,157041.02
2845,121604.45
2846,211661.98
2847,207290.12
2848,221428.05
2849,196482.64
2850,273321.0
2851,220810.61
2852,230028.2
2853,239227.8
2854,146353.27
2855,201014.4
2856,193254.64
2857,185917.78
2858,199507.55
2859,116898.55
2860,127451.484
2861,124403.15
2862,193419.3
2863,125565.66
2864,245431.94
2865,141275.17
2866,133503.75
2867,101758.055
2868,87089.36
2869,116013.72
2870,125352.086
2871,90585.77
2872,45510.156
2873,106298.68
2874,134188.95
2875,108162.91
2876,151229.64
2877,133674.72
2878,179479.22
2879,137510.89
2880,99791.664
2881,147764.14
2882,172744.08
2883,199832.2
2884,201960.56
2885,197312.05
2886,233924.44
2887,93488.31
2888,133251.89
2889,52942.71
2890,84029.0
2891,135600.45
2892,50878.938
2893,106720.12
2894,63041.61
2895,287660.03
2896,268229.84
2897,213704.28
2898,159524.42
2899,206278.66
2900,158947.34
2901,197505.97
2902,168022.55
2903,321198.94
2904,350915.6
2905,68696.914
2906,210820.31
2907,113085.05
2908,139300.33
2909,136773.64
2910,82797.35
2911,82245.44
2912,144996.11
2913,87820.4
2914,77157.15
2915,81315.15
2916,80628.42
2917,165293.62
2918,111279.586
2919,225114.19
